,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
142,5/24/17 22:30,Lincoln,NE,USA,Circle,5 minutes,"I saw what I initially thought was a satellite, but then it disappeared and reappeared multiple times.. It appeared for approximately 5",6/2/17,
143,5/13/17 02:30,Lincoln,NE,USA,Light,10 minutes+,"2 Lights, one wobbling, one stationary. 150 degrees SE for ten minutes. Gone after 30. ((anonymous report))",5/15/17,
144,5/4/17 23:34,York,NE,USA,Fireball,0:18,"A fire ball was moving in the atmosphere while stopping, going, and even changing directions.",5/6/17,
145,4/18/17 00:00,Omaha,NE,USA,Circle,,"I witnessed an flying circle floating low, then started going high into the air as it kept moving. ((anonymous report))",4/20/17,
146,3/4/17 05:45,Ashland,NE,USA,Diamond,2,Driving on I-80. We look up and see a bright diamond shape object like a star fly away into darkness. ((anonymous report)),3/10/17,
147,2/24/17 23:00,Omaha,NE,USA,Rectangle,2 minutes?,"I saw 3 rectangle-shaped objects flying in the sky, while I was outside, approximately 11:00 PM. ((anonymous report))",3/10/17,
148,1/17/17 19:48,Omaha,NE,USA,Fireball,3 minutes ?,"1/17/2017 Omaha, NE, ball of light erratically moving! ((NUFORC Note: Possible sighting of Venus?? PD))",1/19/17,
149,11/27/16 00:07,Raymond,NE,USA,Circle,Few seconds,Bright circular light moving from Raymond to Lincoln in split seconds before disappearing.,12/5/16,
150,11/20/16 11:10,Lincoln,NE,USA,Oval,2 minutes,Silver aircraft hovered over city then vanished.,12/5/16,
151,11/14/16 19:25,Central City,NE,USA,Light,5 seconds,Four bright orange lights observed in a linear pattern.,12/5/16,
152,11/3/16 02:00,Pawnee County (location unspecified),NE,USA,Circle,6:00,"Alternating colors flashing sphere seen in early morning sky. ((NUFORC Note: Possibly a ""twinkling"" star? PD))((anonymous report))",11/11/16,
153,10/31/16 19:30,Gretna,NE,USA,Light,7 minutes,4 lights over Gretna NE,11/4/16,
154,10/27/16 23:45,Ashland,NE,USA,Sphere,10 seconds,Watched a bright green glowing sphere travel across a field.,11/4/16,
155,10/8/16 20:10,Bellevue,NE,USA,Oval,~20 minutes,Four identical objects observed Near OAFB by two adults.,10/11/16,
156,8/22/16 06:00,Elkhorn,NE,USA,Oval,7 minutes,Sphere not moving than vanished in seconds.,8/25/16,
157,8/14/16 21:30,Ogallala,NE,USA,Triangle,>15 minutes,Spotted Triangle of lights above No Name Bay at Lake McConaughey in Ogallala NE,8/16/16,
158,8/1/16 21:27,Omaha,NE,USA,Circle,3 minutes,Black ufo spotted on a late night drive.,8/2/16,
159,8/1/16 21:20,La Vista,NE,USA,Circle,20 seconds,It was late at night the object was a distance away but we're able to see a red light and possibly a green light as well going down.,8/4/16,
160,7/25/16 01:00,Lincoln,NE,USA,Light,25 minutes,2 lights seen on horizon in Lincoln Nebraska.,8/2/16,
161,5/17/16 00:13,Galloway,NE,USA,Circle,10 seconds,"Round, large, green objects.",5/20/16,
162,3/18/16 23:45,Lincoln,NE,USA,Triangle,6 seconds,"Large triangle shape, defined by a series of dim lights moving silently and fast. South to north over Lincoln, Nebraska.",3/24/16,
