,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
390,4/17/20 22:00,North plains,OR,USA,Light,10 minutes,About 50 light objects moving from west to north east in formation and moving fast then slow. ((Starlink satellites?)),6/25/20,
391,4/17/20 22:00,Rhododendron,OR,USA,Light,1 hour,"string of lights many at first heading north east, at least 15 when I noticed them. no sound. ((Starlink satellites?))",6/25/20,
392,4/17/20 21:50,Timber,OR,USA,Light,15 minutes,Tons of lights flying in from Oregon Coast. ((Starlink satellites?)),6/25/20,
393,4/17/20 21:45,Brownsville,OR,USA,Triangle,2 minutes,"Large Triangular Craft seen over Brownsville Oregon in night sky on April 17, 2020. ((Starlink satellites?))",6/25/20,
394,4/17/20 21:30,Medford,OR,USA,Light,30 minutes,About 40 star-like lights traveling in a fixed trajectory. ((Starlink satellites?)),6/25/20,
395,4/17/20 21:30,Salem,OR,USA,Light,30 minutes,"50+ lights perfect spaced flying over our heads, about 20min in the lights were coming in a formation. ((Starlink satellites?))",6/25/20,
396,4/17/20 20:00,Gresham,OR,USA,Orb,5 minutes,Two orbs above gresham move soth to north.,6/25/20,
397,4/17/20 11:00,Sweet Home,OR,USA,Light,30 minutes +,We noticed that what looked like satellites. ((Starlink satellites?)),6/25/20,
398,4/17/20 09:35,Winston,OR,USA,Formation,25 minutes,"Objects in formation from S to N, atleast 45 that were counted & some on poor cell video. ((Starlink satellites?))",6/25/20,
399,4/17/20 09:35,Winston,OR,USA,Formation,25 minutes,"Objects in formation from S to N, atleast 45 that were counted. ((Starlink satellites?))",6/25/20,
400,4/16/20 22:30,Lowell,OR,USA,Unknown,1 hour,Reports came over emergency dispatch radio of upwards of 100 UFOs. ((Starlink satellites?)),6/25/20,
401,4/16/20 22:00,Eagle Creek,OR,USA,Light,10 minutes,Observed 8 bright lights heading NE/E with one changing direction. ((Starlink satellites?)),6/25/20,
402,4/16/20 21:15,Coquille,OR,USA,Other,1 hour,Several star like crafts moving S.W to N.E. in a uniform line. ((Starlink satellites?)),6/25/20,
403,4/16/20 21:15,Warm Springs,OR,USA,Formation,15 minutes,Line formation of 20+ lights moving at the same speed across the night sky ((Starlink satellites)),5/15/20,
404,4/16/20 21:10,Sisters,OR,USA,Light,3 minutes,"Very unusual, 11 bright non-blinking objects observed east of Sister, OR, trailing one another. ((Starlink satellites))",5/15/20,
405,4/15/20 22:30,Sandy,OR,USA,Light,All night,Blinking lit flying objects seen every night in skies over my Area of sight in Sandy Oregon and move quickly about and with each other,6/25/20,
406,4/15/20 22:15,Sandy,OR,USA,Circle,90 plus minutes,Walked outside to gather firewood for stove and I spotted flashing objects going to and fro to a larger darkened out object all night l,6/25/20,
407,4/14/20 21:15,Newport,OR,USA,Orb,10 minutes,Very bright orb to the west over ocean. Was not the moon. Full moon on the 7th. Brighter than anything around. Below the white orb was,5/1/20,
408,4/14/20 05:00,Eugene,OR,USA,Formation,10 minutes,I was like wow look at the stars and I see these orbs about two football fields apart there. ((Starlink satellites?)),6/25/20,
409,4/14/20 04:45,Central Point,OR,USA,Circle,15 minutes,No less than 17 satellites all in a single line going from NW to SE. ((Starlink satellites?)),6/25/20,
410,4/13/20 05:30,Central Point,OR,USA,Light,20 min,unidentifiable lights in great numbers flying in a spaced out formation in the early morning sky. ((Starlink satellites?)),6/25/20,
411,4/12/20 23:00,Bandon,OR,USA,Fireball,2 minutes,It was 10:00 at night and I Was walking to my tent and notice the stars wear out and looked at one that was glowing brighter then any s,6/25/20,
412,4/12/20 05:33,Oregon City,OR,USA,Light,at least 15 minutes,"East to West dozens,one after a other, lined up and at times multiples side to side, grid pattern. ((Starlink satellites?))",6/25/20,
413,4/12/20 05:00,Cloverdale,OR,USA,Circle,30 minw,"50 Moving Lights over the ocean at Cape Kiwanda, OR. ((Starlink satellites?))",6/25/20,
414,4/12/20 05:00,Canby,OR,USA,Formation,05:57,Fleet of 39+ Flying White Dot's. ((Starlink satellites?)),6/25/20,
415,4/12/20 04:30,Eigene,OR,USA,Formation,1 hr,4:30 AM I observed what I thought a satelite. I watched it cross the sky at satelite pace; traveling NW to SE. ((Starlink satellites?)),6/25/20,
416,4/11/20 20:00,Junction City,OR,USA,Sphere,45 minutes,"Looked metallic gray and was tilted at about a 45 degree angle, bottom visible. ((NUFORC Note: Possibly Sirius?? PD))",6/25/20,
417,4/11/20 16:00,Medford,OR,USA,Oval,30 minutes,"Pinkish reddish, shape was oval, hovered",6/25/20,
418,4/10/20 21:38,Bend,OR,USA,Unknown,30 min,"I've never been a believer, but maybe ((Starlink satellites))",6/25/20,
419,4/9/20 20:50,Portland,OR,USA,Light,20 seconds,A light. Moved in a non known manner,5/7/20,
420,4/8/20 22:30,Junction City,OR,USA,Oval,5 minutes,My wife took video of a orangish / pink object eratically moving in the sky above Eugene Oregon.,6/25/20,
421,4/8/20 10:25,Milwaukie,OR,USA,Light,1 hour,"I saw what I thought to be satatlights and then in about an hour. ((""Starlink"" satellites??))",4/9/20,
422,4/7/20 01:00,Grand Ronde,OR,USA,Formation,1 minute,"Object came from N to SE in direction, looked like a falling star that disappeared over hillside. Object was hot like fire.",4/9/20,
423,4/6/20 20:30,Portland,OR,USA,Other,10 minutes,"Multiple Star Like Phenomena ((""Starlink"" satellites??))",4/9/20,
424,4/5/20 20:45,Molalla,OR,USA,Sphere,2-3 minutes,A lone F-15 attempting to intercept an unknown aircraft.,4/9/20,
425,4/5/20 15:00,Coos Bay,OR,USA,Other,1 hour,Around 1500 hours today. Eight chem trails appeared over head and lasted a long time. Radiation levels taken by numerous people on gro,4/9/20,
426,3/27/20 20:45,Bend,OR,USA,Formation,30 minutes,Major organized line of crafts all heading in same direction. ((Starlink satellites)),5/21/20,
427,3/26/20 23:30,Portland,OR,USA,Formation,5-10 minutes,Five to six square white lights horizontally next to each other floating/hovering in place above the West Hills of Portland.  I saw,5/21/20,
428,3/24/20 21:00,Waldport,OR,USA,Light,20 minutes,"Group witnesses 50 lights in formation. ((""Starlink"" satellites??))",4/9/20,
429,3/23/20 20:30,Cottage Grove,OR,USA,Changing,Unknown,I seen a big white circle something way high up in the sky and then all of a sudden it turned into this colorful every color you can im,4/9/23,
430,3/23/20 10:00,Sunriver,OR,USA,Light,20 seconds,Flashing lights in an inconsistent motion and round Venus last night.,5/15/20,
431,3/20/20 23:30,Clatskanie,OR,USA,Light,1-2 minutes,Red/white light strange maneuvers,5/15/20,
432,3/20/20 21:00,Pendleton,OR,USA,Orb,Night,Smoke break ufo sighting.,5/15/20,
433,3/19/20 21:00,Cove,OR,USA,Light,10 minutes,25 or more star or satellite shaped lights joining in a straight line moving from NW to SE. ((Starlink satellites)),5/15/20,
434,3/19/20 20:45,Medford,OR,USA,Other,~1 hour ish,"Boomerang shape or kind of like the shape of a bird. Situated in the SW of Medford, OR. ((NUFORC Note: Venus?? PD))",4/9/20,
435,3/16/20 17:42,Lake Oswego,OR,USA,Triangle,Unknown,"I drive for work, was out on a delivery, thought the scenery was beautiful so I snapped a few photos. The very last one I had taken was",5/15/20,
436,3/13/20 13:30,Roseburg,OR,USA,Other,1 minute,"All I saw was a reflective, curved surface that seemed that seemed to reflect the clouds and sky, like a mirrored curved surface. Like",5/21/20,
437,3/12/20 21:00,Gold Hill,OR,USA,Light,10 minutes,"I was sitting out back looking at the sky, which is something I do regularly. I love looking at the night sky and I'm pretty good at sp",5/7/20,
438,3/12/20 20:08,Rockaway Beach,OR,USA,Light,30 seconds,fast but steady moving light across the horizon perpendicular not up or down,5/15/20,
439,3/12/20 01:00,Lyons,OR,USA,Circle,2 hours,"My boyfriend was driving me home from the movies around 1am, we decided to go the back way home through Lyons, OR, when I saw a brigh",6/25/20,
440,3/10/20 20:00,Portland,OR,USA,Disk,2 minutes,Portland police officer injured in collision with U.F.O.. ((NUFORC Note: We have not been able to confirm event. PD)),5/1/20,
441,3/8/20 02:45,Medford,OR,USA,Changing,15 minutes,A black object emitting a blue light was seen. It was roundish but changed shape. It flew above and below the clouds and circled.,5/1/20,
442,3/4/20 19:10,Portland,OR,USA,Orb,1 minute,One green orb moving really quickly from right to left above the Fremont bridge. It moved very fast and covered a large distance from m,4/9/20,
443,3/4/20 18:30,Sutherlin,OR,USA,,5 seconds,Very large white circular object on the east side of Douglas County. Object Fell to the ground. ((anonymous)),4/9/20,
444,3/4/20 07:20,Canby/Wilsonville,OR,USA,Light,4 seconds,"Saw one very bright, glowing ball of light traveling west to east at approximately 1000 ft. altitude near Canby.",4/9/20,
445,3/2/20 05:45,Madras,OR,USA,Formation,5 minutes,"Line of 27 or more white lights traveling across sky. ((""Starlink satellites??))",4/9/20,
446,3/1/20 21:30,Chiloquin,OR,USA,Other,3 hours,1st object looked like a Christmas tree red/green solid lights. 2nd object looked like a drone all white lights. ((anonymous)),4/9/20,
447,2/28/20 18:00,Woodburn (near),OR,USA,Triangle,???,Tringular with 3 lights on the bottom and 1 on top,6/25/20,
